857,4700,14.52
640,338,19.10
627,192,50.18
526,6460,31.32
416,708,86.85
491,5162,10.78
110,790,59.65
115,3816,79.95
486,8374,25.28
827,1291,46.05
183,6340,62.80
837,1405,75.98
754,170,75.04
764,6188,99.67
367,8976,94.37
19,8576,98.95
265,1878,72.08
619,8338,99.30
159,2094,56.95
683,1239,24.06
704,7438,8.21
194,989,5.93
20,4084,32.39
83,8192,88.97
697,483,51.17
46,334,97.41
96,2199,21.31
126,4664,70.48
450,6746,78.88
127,6801,88.02
11,7650,2.20
828,2742,46.50
257,4033,95.46
572,6326,55.79
765,3007,77.54
88,9647,91.97
501,3992,88.30
809,3846,79.22
918,2008,83.11
761,7735,14.63
680,731,9.96
811,7551,57.03
266,5250,5.13
657,3927,11.40
712,5789,79.02
178,8535,31.02
329,3018,46.85
368,6321,91.41
316,4504,45.82
857,9903,29.42
819,1453,13.58
560,3217,26.46
852,2229,2.57
505,8413,69.30
659,8032,68.88
636,6937,78.18
8,410,77.14
497,4191,5.84
173,3154,72.66
832,1314,84.64
697,9711,35.70
680,4837,27.04
344,9778,36.03
400,9337,33.65
131,6264,25.77
771,1681,33.07
733,2950,58.08
795,965,23.27
314,5814,98.83
815,6731,75.76
164,5152,25.87
310,4568,28.94
382,5116,30.98
351,5720,39.69
197,141,13.23
274,8273,90.89
438,1329,76.61
596,3667,26.25
971,1772,72.86
42,3736,84.22
630,7573,30.24
275,3788,58.37
776,9962,6.70
321,844,81.45
181,6343,99.06
743,7559,97.50
137,5960,40.06
399,4456,55.42
641,184,11.38
69,2071,77.19
74,2936,92.13
166,7469,2.96
547,3115,97.79
163,394,89.45
395,9735,33.44
785,8714,90.16
250,6894,96.44
187,3095,6.28
612,2167,36.32
350,4606,83.07
995,5486,3.45
90,6624,41.00
625,2360,1.55
346,2771,80.88
603,5341,27.89
78,4830,43.99
309,834,82.76
940,6927,81.26
339,8265,91.98
624,3923,95.81
296,937,27.42
624,2720,71.95
971,476,2.67
921,4195,33.19
832,1437,99.44
600,3953,10.82
91,4663,87.29
932,4835,34.48
321,4759,87.05
169,707,62.06
871,980,51.03
383,3962,96.70
927,6518,15.86
331,9225,46.20
388,5276,50.35
884,9099,27.93
985,7486,96.50
251,7957,64.59
237,7409,20.27
359,6558,56.36
658,5560,10.06
351,8851,85.98
808,2169,80.83
560,5702,51.55
48,5833,29.47
697,8115,95.75
709,6622,96.54
259,9725,95.72
675,914,64.40
736,8850,78.30
33,9742,45.47
219,3553,35.17
285,3508,95.15
543,2400,13.93
68,4502,83.26
887,637,48.75
292,6708,56.22
531,518,83.55
631,7638,39.09
889,166,49.41
562,613,55.59
229,6201,61.85
223,4648,16.02
141,5739,67.61
769,5169,16.31
407,3153,5.02
978,8833,50.10
987,9014,7.14
771,4284,73.09
165,9963,26.61
966,5518,1.03
590,122,43.61
634,7382,26.53
591,1837,59.62
884,862,76.26
5,862,86.88
289,2531,40.52
154,950,11.23
219,9397,19.75
283,6562,24.96
647,8038,79.86
87,6452,60.67
226,9575,1.74
325,2641,51.26
647,9755,68.46
740,313,51.92
42,4625,83.44
287,6895,47.75
869,5223,85.07
61,3775,75.78
558,4727,71.95
274,7968,15.11
94,2624,99.37
246,5324,76.36
659,1557,77.97
554,1180,13.48
313,2107,16.60
346,3060,25.86
885,8080,43.69
680,3702,49.16
425,914,42.66
625,3524,56.48
939,8817,60.91
277,6971,27.75
449,7827,9.12
783,3185,57.18
683,9392,64.26
30,505,59.84
446,3126,91.91
87,1040,31.24
25,3184,58.46
31,4600,84.65
383,4021,98.94
558,1420,1.20
284,8519,44.70
482,4365,19.58
751,2166,94.47
37,5623,8.54
91,2418,71.20
170,1185,18.95
811,2658,71.94
384,2583,2.26
51,9218,20.36
823,7415,60.91
131,9726,49.96
212,7630,40.92
859,4192,40.62
826,2153,85.70
562,8354,2.37
909,3324,90.13
156,9103,28.31
453,4409,93.24
846,2755,76.52
500,3622,37.70
830,3384,99.06
747,257,5.64
265,3682,61.69
248,6455,46.03
59,6983,94.74
302,842,81.27
892,9583,22.35
611,517,37.66
902,2515,76.72
937,2677,92.43
157,108,23.35
655,4226,49.37
852,6060,16.94
21,4446,15.81
984,9330,12.98
250,3343,65.54
11,8314,93.75
478,4881,47.95
218,3955,44.47
594,2037,54.45
529,519,12.65
723,8121,18.93
156,9772,63.16
796,4318,32.23
529,7695,15.36
980,9521,2.66
278,3331,76.25
528,1070,75.83
44,6788,47.01
295,7492,79.41
467,4880,11.53
342,8659,66.11
197,2619,78.16
666,4984,16.98
850,3420,46.85
329,3748,95.95
718,9848,74.55
35,7699,90.75
835,9297,68.14
736,153,58.15
401,2002,67.87
56,2966,15.62
749,7607,77.21
551,677,23.10
174,6475,31.32
20,1151,63.95
859,5454,51.49
155,5640,41.54
347,4231,87.49
411,5015,4.91
900,4210,9.97
974,3794,5.16
321,8754,77.89
174,3448,92.26
255,2189,65.87
326,6711,54.44
300,3569,15.38
83,8389,13.76
213,315,17.46
475,1509,68.65
648,1861,93.03
251,3868,75.32
199,5900,60.19
694,8537,56.88
161,5918,17.38
910,5444,16.09
613,779,81.33
173,5114,65.91
840,720,17.25
349,1789,63.77
227,4814,76.28
706,7399,62.09
113,3515,22.46
272,458,82.97
500,125,80.52
954,4280,34.28
130,8367,86.79
69,9664,51.34
557,3751,37.45
145,232,6.95
267,2087,30.34
129,4305,54.11
680,9207,3.39
961,3242,15.18
215,3517,83.30
49,8572,99.63
803,8091,15.06
831,1446,69.71
613,5890,34.98
99,2573,50.66
141,8319,10.99
933,4989,43.99
799,8813,84.58
44,4340,56.64
251,6426,67.17
717,4429,54.10
924,9058,44.46
327,8233,24.31
591,5933,56.00
164,5830,90.10
133,7569,77.00
918,6852,25.74
241,6014,5.65
150,7061,77.22
455,4865,63.73
258,5378,66.78
503,7561,70.45
108,2378,17.77
148,7205,52.65
565,3076,34.64
68,229,41.33
643,167,51.95
995,8563,47.29
141,3550,68.65
529,132,37.30
680,5879,51.13
944,3299,87.36
905,784,85.38
40,1042,11.37
586,615,33.42
344,7958,18.21
811,5028,8.47
299,3991,2.55
436,7501,17.60
989,3814,22.70
26,6046,24.05
719,1497,71.37
411,3153,41.77
217,5387,77.03
241,4332,65.95
448,8238,82.58
337,2656,66.23
557,7345,87.62
614,3444,69.62
693,8375,65.32
422,5175,99.24
479,3335,7.94
357,3932,88.80
235,4583,22.23
116,9626,62.90
224,2920,5.55
94,9261,17.68
264,5568,22.85
591,618,95.75
216,9798,84.27
829,1479,82.50
595,579,10.80
280,7459,72.80
994,1378,82.93
591,1797,3.06
51,2092,63.56
763,8319,78.75
611,1447,16.74
117,4693,62.53
677,6617,64.06
914,9854,14.31
631,4111,93.41
533,7916,63.48
56,1661,97.92
387,6473,19.68
378,5305,12.68
492,1027,81.85
769,1065,52.73
678,7628,6.25
834,1751,88.95
529,4037,41.43
104,3490,67.38
729,7270,66.16
862,623,11.74
896,6749,27.99
962,5188,87.12
555,5804,18.64
290,4034,60.38
860,2066,41.19
544,9901,52.39
83,4167,69.70
176,4357,30.43
887,9779,27.98
940,624,50.33
274,6294,63.10
485,7551,48.29
14,7982,26.93
543,1891,83.19
259,8091,58.23
114,3324,81.46
83,1106,97.02
917,2801,62.34
96,2320,39.83
657,305,41.51
317,6016,67.79
546,9872,62.25
962,8434,57.36
974,2663,22.28
520,4787,8.59
97,1176,41.02
672,8708,26.53
312,5832,67.98
790,1320,45.03
378,2475,65.83
461,7652,17.83
120,2270,33.67
241,5197,98.51
213,3807,11.68
320,5393,96.97
36,6972,53.91
886,5621,98.22
430,6523,40.10
469,6147,85.94
821,6014,89.79
28,7626,16.71
379,7884,60.19
631,3122,48.22
208,6895,7.13
908,8957,23.75
877,3227,42.45
159,9893,41.61
825,3412,74.28
696,740,59.32
894,9836,49.24
829,6932,28.75
969,7088,50.21
323,205,45.54
911,9785,96.34
130,137,57.90
543,7314,22.82
176,138,65.98
451,2799,68.92
29,3790,67.33
610,5770,76.65
168,3401,37.20
946,6185,66.98
10,8169,97.04
402,3737,81.16
71,4720,46.81
902,6254,6.59
216,9548,6.37
144,1543,11.55
950,6186,84.35
272,6707,58.42
145,7072,65.16
431,8300,38.76
565,2847,47.27
418,9612,93.70
464,5634,22.09
766,4829,85.90
587,8004,29.51
328,8523,55.68
152,6428,66.68
853,3080,10.40
34,8014,96.98
231,3178,10.37
183,3529,13.82
781,5086,65.60
502,5453,49.59
671,3775,17.75
774,7625,81.80
198,1256,2.63
497,3321,50.95
496,7514,6.45
712,4082,80.26
356,2106,25.20
488,1710,56.71
102,7863,94.04
286,532,67.61
136,6100,62.46
493,9252,27.94
821,5718,48.40
488,2242,28.03
837,128,59.08
4,4837,6.58
811,2759,42.25
474,9049,61.41
321,9173,12.31
310,1215,25.99
114,6089,7.38
783,8659,80.04
20,8307,3.59
618,466,15.16
990,613,18.35
136,2044,63.39
674,8990,77.86
550,6766,31.21
20,1793,21.04
642,1746,83.25
924,6416,23.28
629,7563,32.85
287,5852,96.40
497,4475,37.15
645,9567,15.67
560,3018,43.57
795,5601,50.94
138,7266,88.39
115,8928,16.18
595,6036,68.15
180,7206,47.80
236,4739,6.75
644,5533,67.14
385,3567,5.52
232,448,58.66
771,4985,31.67
641,9673,47.75
301,6254,2.90
12,8556,16.09
152,5309,95.32
909,6200,24.32
811,7170,91.51
138,4507,94.90
323,7668,10.22
972,3862,49.37
770,3595,9.34
99,7665,3.03
935,4236,36.48
886,5402,88.35
195,7209,47.55
202,4191,86.40
261,8748,79.97
804,3661,87.40
537,6485,60.97
260,6122,25.12
746,3727,31.30
124,5044,48.72
415,1408,85.53
127,6865,43.68
348,5924,99.00
944,128,9.02
844,7686,39.19
741,922,25.36
848,5698,21.15
337,8273,61.56
558,6628,67.25
574,3409,41.34
17,5069,60.66
535,8818,86.19
295,8618,92.15
502,8468,92.10
459,5604,5.55
862,1297,59.42
701,992,22.12
477,734,41.78
108,564,73.75
609,3105,4.56
581,9720,55.54
734,1050,43.31
724,1672,95.14
985,888,50.15
912,1570,9.23
296,5507,95.58
803,2557,69.90
330,4893,99.31
225,7664,36.31
220,4635,48.66
